soil_type	pH	sample_id	sample_label	replicate	soil_g	measured_percS	WP	water_PerTotalSoil	water_perDrySoil	bulk_density_gPercm3	volumetric_moisture_perTotSoil_rhoW	volumetric_moisture_perDrySoil_rhoW	time_min	h2_ppmv_raw	bulk_vol_soil_ml	porosity	vol_solids_ml	bottle_vol_ml	vol_HS_ml	vol_HS_dilution	h2_ppm_InDilution	h2_ppmv_dil_corr
Forest	4.2	3.5	6	2	2	3.3	-69.5	0.084	0.092	0.431	0.036	0.040	233	0.188	4	0.634	1.464	240	238.536	2	0.6	0.184
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	0	0.618	4	0.634	1.464	240	238.536	2	0.7	0.618
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	12	0.566	4	0.634	1.464	240	238.536	2	0.6	0.566
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	24	0.577	4	0.634	1.464	240	238.536	2	0.6	0.577
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	40	0.508	4	0.634	1.464	240	238.536	2	0.6	0.507
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	59	0.440	4	0.634	1.464	240	238.536	2	0.6	0.439
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	91	0.283	4	0.634	1.464	240	238.536	2	0.6	0.281
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	113	0.405	4	0.634	1.464	240	238.536	2	0.6	0.403
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	145	0.279	4	0.634	1.464	240	238.536	2	0.6	0.276
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	186	0.227	4	0.634	1.464	240	238.536	2	0.6	0.223
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	217	0.235	4	0.634	1.464	240	238.536	2	0.6	0.232
Forest	4.2	3.5	6	3	2	3.3	-68.6	0.095	0.106	0.431	0.041	0.046	231	0.227	4	0.634	1.464	240	238.536	2	0.6	0.224
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	0	0.541	4	0.634	1.464	240	238.536	2	0.6	0.541
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	5	0.416	4	0.634	1.464	240	238.536	2	0.6	0.414
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	9	0.387	4	0.634	1.464	240	238.536	2	0.6	0.385
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	14	0.412	4	0.634	1.464	240	238.536	2	0.6	0.411
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	21	0.246	4	0.634	1.464	240	238.536	2	0.6	0.243
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	26	0.195	4	0.634	1.464	240	238.536	2	0.6	0.192
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	35	0.131	4	0.634	1.464	240	238.536	2	0.6	0.127
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	39	0.135	4	0.634	1.464	240	238.536	2	0.6	0.131
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	44	0.128	4	0.634	1.464	240	238.536	2	0.6	0.124
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	50	0.058	4	0.634	1.464	240	238.536	2	0.6	0.054
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	56	0.069	4	0.634	1.464	240	238.536	2	0.6	0.065
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	64	0.054	4	0.634	1.464	240	238.536	2	0.6	0.049
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	73	0.059	4	0.634	1.464	240	238.536	2	0.6	0.054
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	83	0.023	4	0.634	1.464	240	238.536	2	0.6	0.018
Forest	4.2	6	10	1	2	5.8	-16	0.135	0.156	0.431	0.058	0.067	93	0.052	4	0.634	1.464	240	238.536	2	0.6	0.047
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	0	0.449	4	0.634	1.464	240	238.536	2	0.6	0.448
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	10	0.440	4	0.634	1.464	240	238.536	2	0.6	0.439
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	18	0.218	4	0.634	1.464	240	238.536	2	0.6	0.214
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	26	0.126	4	0.634	1.464	240	238.536	2	0.6	0.122
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	35	0.146	4	0.634	1.464	240	238.536	2	0.6	0.142
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	44	0.082	4	0.634	1.464	240	238.536	2	0.6	0.078
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	55	0.054	4	0.634	1.464	240	238.536	2	0.6	0.049
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	67	0.038	4	0.634	1.464	240	238.536	2	0.6	0.034
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	85	0.029	4	0.634	1.464	240	238.536	2	0.6	0.024
Forest	4.2	6	10	2	2	5.8	-17.9	0.134	0.155	0.431	0.058	0.067	98	0.001	4	0.634	1.464	240	238.536	2	0.6	0.000
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	0	0.471	4	0.634	1.464	240	238.536	2	0.6	0.470
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	8	0.425	4	0.634	1.464	240	238.536	2	0.6	0.424
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	16	0.225	4	0.634	1.464	240	238.536	2	0.6	0.222
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	25	0.190	4	0.634	1.464	240	238.536	2	0.6	0.187
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	33	0.149	4	0.634	1.464	240	238.536	2	0.6	0.145
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	42	0.108	4	0.634	1.464	240	238.536	2	0.6	0.104
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	53	0.094	4	0.634	1.464	240	238.536	2	0.6	0.090
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	65	0.057	4	0.634	1.464	240	238.536	2	0.6	0.053
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	95	0.047	4	0.634	1.464	240	238.536	2	0.6	0.042
Forest	4.2	6	10	3	2	5.6	-15.5	0.137	0.158	0.431	0.059	0.068	110	0.028	4	0.634	1.464	240	238.536	2	0.6	0.024
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	0	0.464	4	0.634	1.464	240	238.536	2	0.6	0.463
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	5	0.380	4	0.634	1.464	240	238.536	2	0.6	0.379
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	9	0.196	4	0.634	1.464	240	238.536	2	0.6	0.193
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	14	0.138	4	0.634	1.464	240	238.536	2	0.6	0.135
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	18	0.114	4	0.634	1.464	240	238.536	2	0.6	0.110
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	22	0.049	4	0.634	1.464	240	238.536	2	0.6	0.044
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	26	0.080	4	0.634	1.464	240	238.536	2	0.6	0.076
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	30	0.055	4	0.634	1.464	240	238.536	2	0.6	0.051
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	36	0.035	4	0.634	1.464	240	238.536	2	0.6	0.031
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	41	0.039	4	0.634	1.464	240	238.536	2	0.6	0.034
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	46	0.034	4	0.634	1.464	240	238.536	2	0.6	0.029
Forest	4.2	12	20	1	2	11.5	-1.9	0.237	0.311	0.431	0.102	0.134	51	0.000	4	0.634	1.464	240	238.536	2	0.6	0.000
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	0	0.610	4	0.634	1.464	240	238.536	2	0.6	0.610
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	4	0.505	4	0.634	1.464	240	238.536	2	0.6	0.504
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	9	0.224	4	0.634	1.464	240	238.536	2	0.6	0.221
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	13	0.168	4	0.634	1.464	240	238.536	2	0.6	0.164
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	17	0.133	4	0.634	1.464	240	238.536	2	0.6	0.129
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	22	0.121	4	0.634	1.464	240	238.536	2	0.6	0.117
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	26	0.077	4	0.634	1.464	240	238.536	2	0.6	0.073
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	32	0.082	4	0.634	1.464	240	238.536	2	0.6	0.077
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	36	0.081	4	0.634	1.464	240	238.536	2	0.6	0.077
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	41	0.038	4	0.634	1.464	240	238.536	2	0.6	0.033
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	45	0.045	4	0.634	1.464	240	238.536	2	0.6	0.041
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	50	0.055	4	0.634	1.464	240	238.536	2	0.6	0.051
Forest	4.2	12	20	2	2	12.2	-1.5	0.248	0.33	0.431	0.107	0.142	54	0.000	4	0.634	1.464	240	238.536	2	0.6	0.000
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	0	0.581	4	0.634	1.464	240	238.536	2	0.6	0.580
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	5	0.403	4	0.634	1.464	240	238.536	2	0.6	0.401
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	9	0.214	4	0.634	1.464	240	238.536	2	0.6	0.210
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	13	0.128	4	0.634	1.464	240	238.536	2	0.6	0.124
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	17	0.059	4	0.634	1.464	240	238.536	2	0.6	0.054
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	22	0.091	4	0.634	1.464	240	238.536	2	0.6	0.087
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	26	0.087	4	0.634	1.464	240	238.536	2	0.6	0.083
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	31	0.051	4	0.634	1.464	240	238.536	2	0.6	0.046
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	35	0.021	4	0.634	1.464	240	238.536	2	0.6	0.017
Forest	4.2	12	20	3	2	11.8	-1.46	0.243	0.321	0.431	0.105	0.138	40	0.006	4	0.634	1.464	240	238.536	2	0.6	0.001
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	0	0.615	4	0.634	1.464	240	238.536	2	0.6	0.615
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	4	0.427	4	0.634	1.464	240	238.536	2	0.6	0.425
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	9	0.135	4	0.634	1.464	240	238.536	2	0.6	0.131
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	14	0.131	4	0.634	1.464	240	238.536	2	0.6	0.127
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	18	0.118	4	0.634	1.464	240	238.536	2	0.6	0.114
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	23	0.043	4	0.634	1.464	240	238.536	2	0.6	0.039
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	28	0.069	4	0.634	1.464	240	238.536	2	0.6	0.065
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	33	0.084	4	0.634	1.464	240	238.536	2	0.6	0.080
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	37	0.012	4	0.634	1.464	240	238.536	2	0.6	0.007
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	41	0.060	4	0.634	1.464	240	238.536	2	0.6	0.056
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	46	0.046	4	0.634	1.464	240	238.536	2	0.6	0.041
Forest	4.2	18	30	1	2	18.1	-0.23	0.33	0.492	0.431	0.142	0.212	50	0.009	4	0.634	1.464	240	238.536	2	0.6	0.004
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	0	0.497	4	0.634	1.464	240	238.536	2	0.6	0.496
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	4	0.361	4	0.634	1.464	240	238.536	2	0.6	0.359
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	8	0.228	4	0.634	1.464	240	238.536	2	0.6	0.224
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	13	0.074	4	0.634	1.464	240	238.536	2	0.6	0.070
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	17	0.095	4	0.634	1.464	240	238.536	2	0.6	0.090
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	22	0.043	4	0.634	1.464	240	238.536	2	0.6	0.038
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	26	0.005	4	0.634	1.464	240	238.536	2	0.6	0.000
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	30	0.025	4	0.634	1.464	240	238.536	2	0.6	0.020
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	34	0.073	4	0.634	1.464	240	238.536	2	0.6	0.069
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	38	0.061	4	0.634	1.464	240	238.536	2	0.6	0.056
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	43	0.015	4	0.634	1.464	240	238.536	2	0.6	0.010
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	47	0.016	4	0.634	1.464	240	238.536	2	0.6	0.012
Forest	4.2	18	30	2	2	18.3	-0.26	0.332	0.497	0.431	0.143	0.214	51	0.002	4	0.634	1.464	240	238.536	2	0.6	0.000
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	0	0.558	4	0.634	1.464	240	238.536	2	0.6	0.558
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	4	0.366	4	0.634	1.464	240	238.536	2	0.6	0.364
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	9	0.216	4	0.634	1.464	240	238.536	2	0.6	0.213
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	13	0.116	4	0.634	1.464	240	238.536	2	0.6	0.112
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	17	0.094	4	0.634	1.464	240	238.536	2	0.6	0.090
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	22	0.085	4	0.634	1.464	240	238.536	2	0.6	0.080
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	26	0.022	4	0.634	1.464	240	238.536	2	0.6	0.017
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	30	0.056	4	0.634	1.464	240	238.536	2	0.6	0.052
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	35	0.027	4	0.634	1.464	240	238.536	2	0.6	0.022
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	40	0.034	4	0.634	1.464	240	238.536	2	0.6	0.029
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	47	0.035	4	0.634	1.464	240	238.536	2	0.6	0.030
Forest	4.2	18	30	3	2	15.6	-0.46	0.294	0.417	0.431	0.127	0.180	52	0.013	4	0.634	1.464	240	238.536	2	0.6	0.008
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	0	0.696	4	0.634	1.464	240	238.536	2	0.75	0.696
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	5	0.598	4	0.634	1.464	240	238.536	2	0.6	0.598
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	9	0.273	4	0.634	1.464	240	238.536	2	0.6	0.270
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	14	0.218	4	0.634	1.464	240	238.536	2	0.6	0.215
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	18	0.162	4	0.634	1.464	240	238.536	2	0.6	0.158
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	22	0.121	4	0.634	1.464	240	238.536	2	0.6	0.117
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	27	0.110	4	0.634	1.464	240	238.536	2	0.6	0.106
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	31	0.114	4	0.634	1.464	240	238.536	2	0.6	0.110
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	37	0.062	4	0.634	1.464	240	238.536	2	0.6	0.057
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	41	0.010	4	0.634	1.464	240	238.536	2	0.6	0.005
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	45	0.029	4	0.634	1.464	240	238.536	2	0.6	0.025
Forest	4.2	24	40	1	2	24.4	-0.14	0.393	0.647	0.431	0.169	0.279	50	0.008	4	0.634	1.464	240	238.536	2	0.6	0.003
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	0	0.574	4	0.634	1.464	240	238.536	2	0.75	0.572
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	5	0.440	4	0.634	1.464	240	238.536	2	0.6	0.439
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	9	0.201	4	0.634	1.464	240	238.536	2	0.6	0.197
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	14	0.162	4	0.634	1.464	240	238.536	2	0.6	0.158
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	19	0.152	4	0.634	1.464	240	238.536	2	0.6	0.148
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	23	0.096	4	0.634	1.464	240	238.536	2	0.6	0.091
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	28	0.100	4	0.634	1.464	240	238.536	2	0.6	0.096
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	33	0.074	4	0.634	1.464	240	238.536	2	0.6	0.070
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	37	0.066	4	0.634	1.464	240	238.536	2	0.6	0.061
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	42	0.000	4	0.634	1.464	240	238.536	2	0.6	0.000
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	46	0.024	4	0.634	1.464	240	238.536	2	0.6	0.019
Forest	4.2	24	40	2	2	23.8	-0.2	0.39	0.639	0.431	0.168	0.275	50	0.008	4	0.634	1.464	240	238.536	2	0.6	0.003
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	0	0.533	4	0.634	1.464	240	238.536	2	0.75	0.531
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	4	0.438	4	0.634	1.464	240	238.536	2	0.6	0.436
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	9	0.229	4	0.634	1.464	240	238.536	2	0.6	0.226
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	13	0.150	4	0.634	1.464	240	238.536	2	0.6	0.146
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	18	0.140	4	0.634	1.464	240	238.536	2	0.6	0.137
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	23	0.105	4	0.634	1.464	240	238.536	2	0.6	0.101
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	27	0.083	4	0.634	1.464	240	238.536	2	0.6	0.079
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	31	0.058	4	0.634	1.464	240	238.536	2	0.6	0.053
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	36	0.065	4	0.634	1.464	240	238.536	2	0.6	0.060
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	40	0.073	4	0.634	1.464	240	238.536	2	0.6	0.069
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	45	0.000	4	0.634	1.464	240	238.536	2	0.6	0.000
Forest	4.2	24	40	3	2	24.3	-0.14	0.395	0.652	0.431	0.170	0.281	49	0.011	4	0.634	1.464	240	238.536	2	0.6	0.006
