soil_type	pH	sample_id	sample_label	replicate	soil_g	measured_percS	WP	water_PerTotalSoil	water_perDrySoil	bulk_density_gPercm3	volumetric_moisture_perTotSoil_rhoW	volumetric_moisture_perDrySoil_rhoW	time_min	h2_ppmv_raw	bulk_vol_soil_ml	porosity	vol_solids_ml	bottle_vol_ml	vol_HS_ml	vol_HS_dilution	h2_ppm_InDilution	h2_ppmv_dil_corr
PB_sand	4.1	10	10	1	4	7.5	-0.79	0.028	0.031	1.371	0.038	0.043	25	0.162	3	0.42	1.74	240	238.26	2	0.6	0.159
PB_sand	4.1	10	10	1	4	7.5	-0.79	0.028	0.031	1.371	0.038	0.043	37	0.086	3	0.42	1.74	240	238.26	2	0.6	0.082
PB_sand	4.1	10	10	1	4	7.5	-0.79	0.028	0.031	1.371	0.038	0.043	49	0.052	3	0.42	1.74	240	238.26	2	0.6	0.048
PB_sand	4.1	10	10	1	4	7.5	-0.79	0.028	0.031	1.371	0.038	0.043	65	0.041	3	0.42	1.74	240	238.26	2	0.6	0.037
PB_sand	4.1	10	10	1	4	7.5	-0.79	0.028	0.031	1.371	0.038	0.043	78	0.032	3	0.42	1.74	240	238.26	2	0.6	0.027
PB_sand	4.1	10	10	2	4	6	-0.74	0.023	0.022	1.371	0.032	0.030	0	0.375	3	0.42	1.74	240	238.26	2	0.43	0.374
PB_sand	4.1	10	10	2	4	6	-0.74	0.023	0.022	1.371	0.032	0.030	12	0.207	3	0.42	1.74	240	238.26	2	0.6	0.204
PB_sand	4.1	10	10	2	4	6	-0.74	0.023	0.022	1.371	0.032	0.030	25	0.125	3	0.42	1.74	240	238.26	2	0.6	0.121
PB_sand	4.1	10	10	2	4	6	-0.74	0.023	0.022	1.371	0.032	0.030	37	0.076	3	0.42	1.74	240	238.26	2	0.6	0.072
PB_sand	4.1	10	10	2	4	6	-0.74	0.023	0.022	1.371	0.032	0.030	53	0.047	3	0.42	1.74	240	238.26	2	0.6	0.043
PB_sand	4.1	10	10	2	4	6	-0.74	0.023	0.022	1.371	0.032	0.030	65	0.021	3	0.42	1.74	240	238.26	2	0.6	0.016
PB_sand	4.1	10	10	2	4	6	-0.74	0.023	0.022	1.371	0.032	0.030	78	0.035	3	0.42	1.74	240	238.26	2	0.6	0.030
PB_sand	4.1	10	10	3	4	8.2	-0.48	0.03	0.029	1.371	0.041	0.040	0	0.451	3	0.42	1.74	240	238.26	2	0.43	0.451
PB_sand	4.1	10	10	3	4	8.2	-0.48	0.03	0.029	1.371	0.041	0.040	12	0.213	3	0.42	1.74	240	238.26	2	0.6	0.210
PB_sand	4.1	10	10	3	4	8.2	-0.48	0.03	0.029	1.371	0.041	0.040	25	0.141	3	0.42	1.74	240	238.26	2	0.6	0.137
PB_sand	4.1	10	10	3	4	8.2	-0.48	0.03	0.029	1.371	0.041	0.040	37	0.077	3	0.42	1.74	240	238.26	2	0.6	0.073
PB_sand	4.1	10	10	3	4	8.2	-0.48	0.03	0.029	1.371	0.041	0.040	53	0.076	3	0.42	1.74	240	238.26	2	0.6	0.071
PB_sand	4.1	10	10	3	4	8.2	-0.48	0.03	0.029	1.371	0.041	0.040	66	0.040	3	0.42	1.74	240	238.26	2	0.6	0.035
PB_sand	4.1	10	10	3	4	8.2	-0.48	0.03	0.029	1.371	0.041	0.040	78	0.000	3	0.42	1.74	240	238.26	2	0.6	0.000
PB_sand	4.1	20	20	1	4	14.2	-0.25	0.051	0.054	1.371	0.070	0.074	0	0.448	3	0.42	1.74	240	238.26	2	0.6	0.446
PB_sand	4.1	20	20	1	4	14.2	-0.25	0.051	0.054	1.371	0.070	0.074	12	0.287	3	0.42	1.74	240	238.26	2	0.6	0.284
PB_sand	4.1	20	20	1	4	14.2	-0.25	0.051	0.054	1.371	0.070	0.074	25	0.167	3	0.42	1.74	240	238.26	2	0.6	0.163
PB_sand	4.1	20	20	1	4	14.2	-0.25	0.051	0.054	1.371	0.070	0.074	37	0.109	3	0.42	1.74	240	238.26	2	0.6	0.105
PB_sand	4.1	20	20	1	4	14.2	-0.25	0.051	0.054	1.371	0.070	0.074	49	0.067	3	0.42	1.74	240	238.26	2	0.6	0.063
PB_sand	4.1	20	20	1	4	14.2	-0.25	0.051	0.054	1.371	0.070	0.074	61	0.016	3	0.42	1.74	240	238.26	2	0.6	0.011
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	0	0.493	3	0.42	1.74	240	238.26	2	0.6	0.492
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	12	0.259	3	0.42	1.74	240	238.26	2	0.6	0.256
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	25	0.162	3	0.42	1.74	240	238.26	2	0.6	0.158
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	37	0.102	3	0.42	1.74	240	238.26	2	0.6	0.098
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	49	0.084	3	0.42	1.74	240	238.26	2	0.6	0.079
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	61	0.032	3	0.42	1.74	240	238.26	2	0.6	0.027
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	69	0.048	3	0.42	1.74	240	238.26	2	0.6	0.043
PB_sand	4.1	20	20	2	4	14.2	-0.19	0.051	0.054	1.371	0.070	0.074	79	0.039	3	0.42	1.74	240	238.26	2	0.6	0.034
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	0	0.467	3	0.42	1.74	240	238.26	2	0.6	0.466
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	12	0.301	3	0.42	1.74	240	238.26	2	0.6	0.298
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	25	0.154	3	0.42	1.74	240	238.26	2	0.6	0.150
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	37	0.107	3	0.42	1.74	240	238.26	2	0.6	0.103
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	49	0.048	3	0.42	1.74	240	238.26	2	0.6	0.043
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	61	0.052	3	0.42	1.74	240	238.26	2	0.6	0.047
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	69	0.052	3	0.42	1.74	240	238.26	2	0.6	0.048
PB_sand	4.1	20	20	3	4	15.5	-0.22	0.056	0.059	1.371	0.077	0.081	79	0.046	3	0.42	1.74	240	238.26	2	0.6	0.042
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	0	0.474	3	0.42	1.74	240	238.26	2	0.6	0.473
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	14	0.353	3	0.42	1.74	240	238.26	2	0.55	0.351
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	27	0.146	3	0.42	1.74	240	238.26	2	0.55	0.142
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	40	0.111	3	0.42	1.74	240	238.26	2	0.55	0.107
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	52	0.084	3	0.42	1.74	240	238.26	2	0.55	0.080
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	65	0.040	3	0.42	1.74	240	238.26	2	0.55	0.036
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	79	0.057	3	0.42	1.74	240	238.26	2	0.55	0.053
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	94	0.034	3	0.42	1.74	240	238.26	2	0.55	0.029
PB_sand	4.1	30	30	1	4	24.9	-0.26	0.086	0.094	1.371	0.118	0.129	110	0.023	3	0.42	1.74	240	238.26	2	0.55	0.019
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	0	0.489	3	0.42	1.74	240	238.26	2	0.6	0.488
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	13	0.356	3	0.42	1.74	240	238.26	2	0.55	0.355
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	26	0.249	3	0.42	1.74	240	238.26	2	0.55	0.246
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	39	0.122	3	0.42	1.74	240	238.26	2	0.55	0.118
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	51	0.097	3	0.42	1.74	240	238.26	2	0.55	0.093
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	64	0.058	3	0.42	1.74	240	238.26	2	0.55	0.054
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	78	0.026	3	0.42	1.74	240	238.26	2	0.55	0.021
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	93	0.021	3	0.42	1.74	240	238.26	2	0.55	0.017
PB_sand	4.1	30	30	2	4	25.4	-0.19	0.088	0.097	1.371	0.121	0.133	109	0.031	3	0.42	1.74	240	238.26	2	0.55	0.027
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	0	0.442	3	0.42	1.74	240	238.26	2	0.6	0.441
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	12	0.318	3	0.42	1.74	240	238.26	2	0.55	0.316
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	25	0.179	3	0.42	1.74	240	238.26	2	0.55	0.176
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	38	0.127	3	0.42	1.74	240	238.26	2	0.55	0.123
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	51	0.063	3	0.42	1.74	240	238.26	2	0.55	0.059
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	65	0.068	3	0.42	1.74	240	238.26	2	0.55	0.064
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	78	0.052	3	0.42	1.74	240	238.26	2	0.55	0.047
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	93	0.058	3	0.42	1.74	240	238.26	2	0.55	0.054
PB_sand	4.1	30	30	3	4	25.5	-0.22	0.088	0.097	1.371	0.121	0.133	108	0.029	3	0.42	1.74	240	238.26	2	0.55	0.025
PB_sand	4.1	40	40	1	4	33.9	-0.16	0.114	0.122	1.371	0.156	0.167	0	0.396	3	0.42	1.74	240	238.26	2	0.6	0.394
PB_sand	4.1	40	40	1	4	33.9	-0.16	0.114	0.122	1.371	0.156	0.167	14	0.275	3	0.42	1.74	240	238.26	2	0.5	0.273
PB_sand	4.1	40	40	1	4	33.9	-0.16	0.114	0.122	1.371	0.156	0.167	26	0.140	3	0.42	1.74	240	238.26	2	0.5	0.137
PB_sand	4.1	40	40	1	4	33.9	-0.16	0.114	0.122	1.371	0.156	0.167	39	0.095	3	0.42	1.74	240	238.26	2	0.5	0.092
PB_sand	4.1	40	40	1	4	33.9	-0.16	0.114	0.122	1.371	0.156	0.167	53	0.057	3	0.42	1.74	240	238.26	2	0.5	0.053
PB_sand	4.1	40	40	1	4	33.9	-0.16	0.114	0.122	1.371	0.156	0.167	68	0.055	3	0.42	1.74	240	238.26	2	0.5	0.051
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	0	0.460	3	0.42	1.74	240	238.26	2	0.6	0.459
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	13	0.278	3	0.42	1.74	240	238.26	2	0.5	0.276
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	25	0.181	3	0.42	1.74	240	238.26	2	0.5	0.178
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	38	0.116	3	0.42	1.74	240	238.26	2	0.5	0.113
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	52	0.041	3	0.42	1.74	240	238.26	2	0.5	0.037
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	67	0.039	3	0.42	1.74	240	238.26	2	0.5	0.035
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	81	0.047	3	0.42	1.74	240	238.26	2	0.5	0.043
PB_sand	4.1	40	40	2	4	31.6	-0.17	0.107	0.113	1.371	0.147	0.155	95	0.023	3	0.42	1.74	240	238.26	2	0.5	0.019
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	0	0.483	3	0.42	1.74	240	238.26	2	0.6	0.482
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	12	0.289	3	0.42	1.74	240	238.26	2	0.5	0.287
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	25	0.172	3	0.42	1.74	240	238.26	2	0.5	0.169
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	37	0.160	3	0.42	1.74	240	238.26	2	0.5	0.157
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	51	0.094	3	0.42	1.74	240	238.26	2	0.5	0.091
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	67	0.058	3	0.42	1.74	240	238.26	2	0.5	0.054
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	80	0.056	3	0.42	1.74	240	238.26	2	0.5	0.053
PB_sand	4.1	40	40	3	4	31	-0.16	0.118	0.125	1.371	0.162	0.171	94	0.034	3	0.42	1.74	240	238.26	2	0.6	0.029
PB_sand	4.1	70	70	1	4	59.3	-0.26	0.188	0.231	1.371	0.258	0.317	0	0.463	3	0.42	1.74	240	238.26	2	0.6	0.462
PB_sand	4.1	70	70	1	4	59.3	-0.26	0.188	0.231	1.371	0.258	0.317	14	0.315	3	0.42	1.74	240	238.26	2	0.6	0.312
PB_sand	4.1	70	70	1	4	59.3	-0.26	0.188	0.231	1.371	0.258	0.317	28	0.179	3	0.42	1.74	240	238.26	2	0.6	0.175
PB_sand	4.1	70	70	1	4	59.3	-0.26	0.188	0.231	1.371	0.258	0.317	42	0.137	3	0.42	1.74	240	238.26	2	0.6	0.133
PB_sand	4.1	70	70	1	4	59.3	-0.26	0.188	0.231	1.371	0.258	0.317	56	0.086	3	0.42	1.74	240	238.26	2	0.6	0.081
PB_sand	4.1	70	70	1	4	59.3	-0.26	0.188	0.231	1.371	0.258	0.317	70	0.086	3	0.42	1.74	240	238.26	2	0.6	0.081
PB_sand	4.1	70	70	1	4	59.3	-0.26	0.188	0.231	1.371	0.258	0.317	89	0.006	3	0.42	1.74	240	238.26	2	0.6	0.001
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	0	0.445	3	0.42	1.74	240	238.26	2	0.6	0.444
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	13	0.345	3	0.42	1.74	240	238.26	2	0.6	0.343
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	27	0.177	3	0.42	1.74	240	238.26	2	0.6	0.173
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	41	0.145	3	0.42	1.74	240	238.26	2	0.6	0.141
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	55	0.139	3	0.42	1.74	240	238.26	2	0.6	0.135
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	69	0.097	3	0.42	1.74	240	238.26	2	0.6	0.092
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	93	0.075	3	0.42	1.74	240	238.26	2	0.6	0.071
PB_sand	4.1	70	70	2	4	58.3	-0.26	0.187	0.23	1.371	0.256	0.315	110	0.016	3	0.42	1.74	240	238.26	2	0.6	0.011
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	0	0.451	3	0.42	1.74	240	238.26	2	0.6	0.450
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	13	0.385	3	0.42	1.74	240	238.26	2	0.6	0.383
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	26	0.270	3	0.42	1.74	240	238.26	2	0.6	0.267
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	40	0.172	3	0.42	1.74	240	238.26	2	0.6	0.168
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	54	0.130	3	0.42	1.74	240	238.26	2	0.6	0.127
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	68	0.093	3	0.42	1.74	240	238.26	2	0.6	0.089
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	97	0.071	3	0.42	1.74	240	238.26	2	0.6	0.066
PB_sand	4.1	70	70	3	4	60.6	-0.27	0.204	0.256	1.371	0.280	0.351	116	0.024	3	0.42	1.74	240	238.26	2	0.6	0.019
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	0	0.600	1.5	0.42	0.87	240	239.13	2	0.6	0.600
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	14	0.475	1.5	0.42	0.87	240	239.13	2	0.6	0.474
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	27	0.453	1.5	0.42	0.87	240	239.13	2	0.6	0.451
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	46	0.398	1.5	0.42	0.87	240	239.13	2	0.6	0.397
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	65	0.372	1.5	0.42	0.87	240	239.13	2	0.6	0.370
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	77	0.360	1.5	0.42	0.87	240	239.13	2	0.6	0.358
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	87	0.308	1.5	0.42	0.87	240	239.13	2	0.6	0.305
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	114	0.223	1.5	0.42	0.87	240	239.13	2	0.6	0.220
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	142	0.194	1.5	0.42	0.87	240	239.13	2	0.6	0.191
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	171	0.160	1.5	0.42	0.87	240	239.13	2	0.6	0.157
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	220	0.152	1.5	0.42	0.87	240	239.13	2	0.6	0.148
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	231	0.112	1.5	0.42	0.87	240	239.13	2	0.6	0.108
PB_sand	4.1	80	80	1	2	83.5	0	0.241	0.317	1.371	0.330	0.435	253	0.091	1.5	0.42	0.87	240	239.13	2	0.6	0.087
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	0	0.514	1.5	0.42	0.87	240	239.13	2	0.6	0.513
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	13	0.480	1.5	0.42	0.87	240	239.13	2	0.6	0.479
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	26	0.466	1.5	0.42	0.87	240	239.13	2	0.6	0.465
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	45	0.364	1.5	0.42	0.87	240	239.13	2	0.6	0.362
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	64	0.241	1.5	0.42	0.87	240	239.13	2	0.6	0.238
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	86	0.213	1.5	0.42	0.87	240	239.13	2	0.6	0.210
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	115	0.201	1.5	0.42	0.87	240	239.13	2	0.6	0.198
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	141	0.157	1.5	0.42	0.87	240	239.13	2	0.6	0.153
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	183	0.142	1.5	0.42	0.87	240	239.13	2	0.6	0.138
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	216	0.084	1.5	0.42	0.87	240	239.13	2	0.6	0.080
PB_sand	4.1	80	80	2	2	82.6	0	0.239	0.314	1.371	0.328	0.430	245	0.081	1.5	0.42	0.87	240	239.13	2	0.6	0.076
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	0	0.578	1.5	0.42	0.87	240	239.13	2	0.6	0.578
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	13	0.453	1.5	0.42	0.87	240	239.13	2	0.6	0.452
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	25	0.468	1.5	0.42	0.87	240	239.13	2	0.6	0.466
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	45	0.390	1.5	0.42	0.87	240	239.13	2	0.6	0.389
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	63	0.342	1.5	0.42	0.87	240	239.13	2	0.6	0.340
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	86	0.273	1.5	0.42	0.87	240	239.13	2	0.6	0.270
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	115	0.168	1.5	0.42	0.87	240	239.13	2	0.6	0.165
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	139	0.142	1.5	0.42	0.87	240	239.13	2	0.6	0.138
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	186	0.097	1.5	0.42	0.87	240	239.13	2	0.6	0.092
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	215	0.062	1.5	0.42	0.87	240	239.13	2	0.6	0.058
PB_sand	4.1	80	80	3	2	83	0	0.24	0.315	1.371	0.329	0.432	244	0.068	1.5	0.42	0.87	240	239.13	2	0.6	0.063
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	0	0.472	1.5	0.42	0.87	240	239.13	2	0.6	0.471
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	8	0.483	1.5	0.42	0.87	240	239.13	2	0.6	0.482
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	17	0.438	1.5	0.42	0.87	240	239.13	2	0.6	0.437
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	34	0.523	1.5	0.42	0.87	240	239.13	2	0.6	0.523
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	47	0.376	1.5	0.42	0.87	240	239.13	2	0.6	0.374
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	57	0.396	1.5	0.42	0.87	240	239.13	2	0.6	0.394
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	82	0.374	1.5	0.42	0.87	240	239.13	2	0.6	0.373
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	110	0.344	1.5	0.42	0.87	240	239.13	2	0.6	0.342
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	137	0.288	1.5	0.42	0.87	240	239.13	2	0.6	0.285
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	172	0.251	1.5	0.42	0.87	240	239.13	2	0.6	0.248
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	193	0.251	1.5	0.42	0.87	240	239.13	2	0.6	0.249
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	231	0.237	1.5	0.42	0.87	240	239.13	2	0.6	0.234
PB_sand	4.1	90	90	1	2	82.9	0	0.239	0.315	1.371	0.328	0.432	363	0.143	1.5	0.42	0.87	240	239.13	2	0.6	0.140
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	0	0.465	3	0.42	1.74	240	238.26	2	0.6	0.463
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	10	0.419	3	0.42	1.74	240	238.26	2	0.6	0.417
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	18	0.415	3	0.42	1.74	240	238.26	2	0.6	0.413
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	25	0.424	3	0.42	1.74	240	238.26	2	0.6	0.423
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	47	0.356	3	0.42	1.74	240	238.26	2	0.6	0.354
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	57	0.386	3	0.42	1.74	240	238.26	2	0.6	0.384
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	83	0.342	3	0.42	1.74	240	238.26	2	0.6	0.340
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	111	0.341	3	0.42	1.74	240	238.26	2	0.6	0.339
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	138	0.391	3	0.42	1.74	240	238.26	2	0.6	0.389
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	172	0.293	3	0.42	1.74	240	238.26	2	0.6	0.291
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	193	0.287	3	0.42	1.74	240	238.26	2	0.6	0.284
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	231	0.221	3	0.42	1.74	240	238.26	2	0.6	0.217
PB_sand	4.1	90	90	2	4	89.3	0	0.253	0.339	1.371	0.347	0.465	364	0.125	3	0.42	1.74	240	238.26	2	0.6	0.121
PB_sand	4.1	air-dried	air-dried	1	4	0.8	-118.89	0.0045	0.0045	1.371	0.006	0.006	0	0.495	3	0.42	1.74	240	238.26	2	0.6	0.494
PB_sand	4.1	air-dried	air-dried	1	4	0.8	-118.89	0.0045	0.0045	1.371	0.006	0.006	18	0.529	3	0.42	1.74	240	238.26	2	0.5	0.529
